螟沥家疙,斥/岿/老,雀瞒,荐缴(m),荐柯(∩),DO(Х/L),BOD(Х/L),COD(Х/L),努肺肺鞘 a(Х/З),TN(Х/L),TP(Х/L),TOC(Х/L),荐家捞柯丑档,其愁幅(Х/L),傈扁傈档档(レS/Н),醚措厘闭焙荐(醚措厘闭焙荐/100ml),墨靛古(Х/L),矫救(Х/L),吵(Х/L),6啊农芬(Х/L),厚家(Х/L),荐篮(Х/L),备府(Х/L),酒楷(Х/L),农芬(Х/L),聪奶(Х/L),官俘(Х/L),伎饭唇(Х/L),侩粮醚龙家(Х/L),鞠葛聪酒己 龙家(Х/L),龙魂己 龙家(Х/L),侩粮醚牢(Х/L),牢魂堪牢(Х/L),SS(Х/L),琼荤努肺肺亥哩 (Ф/L),盒盔己措厘闭焙荐,阂家(Х/L),祸档(Х/L),畴富琼魂眠免拱龙(Х/L),侩秦己噶埃(Х/L),侩秦己枚(Х/L),澜捞柯拌搁劝己力(Х/L),飘府努肺肺俊瓶坊 (Х/L),抛飘扼努肺肺俊瓶坊(Х/L),荤堪拳藕家,1.2-叼努肺肺俊藕(Х/L),叼努肺肺皋藕(Х/L),亥哩(Х/L),弃府农肺府匙捞萍飘厚其匆(Х/L),蜡扁牢(Х/L),救萍阁 (Х/L),努肺肺器抚 (Х/L),叼俊瓶琼角橇呕饭捞飘 (Х/L),1.4-促捞苛技牢 (Х/L),捧疙档(m),蜡樊(З/s),器抚舅单洒靛(Х/L)
林鞠达,2012-02-01,1雀瞒,100.02,4.8,12.4,0.5,2.6,1.3,0.798,0.012,1.5,6.8,0,64,2,,,,,,,,,,,,,0.768,0.096,0.499,0.006,0.002,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-02-08,2雀瞒,99.71,4.2,12,0.6,2.8,1.7,0.836,0.008,1.5,6.9,0,65,0,0,0,0,0,0,0,,,,,,,0.779,0.071,0.505,0.004,0.002,2.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-02-15,3雀瞒,99.4,4,11.7,0.9,2.9,2.5,0.915,0.017,1.4,7.1,0,65,0,,,,,,,,,,,,,0.854,0.091,0.487,0.012,0.008,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-02-22,4雀瞒,99.06,4,12.1,0.4,2.6,3.1,0.852,0.012,1.3,6.8,0,66,0,,,,,,,,,,,,,0.82,0.09,0.491,0.008,0.004,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-02-29,5雀瞒,98.74,4.3,12.6,0.3,2.5,5.6,0.757,0.009,1.4,6.6,0,66,1,,,,,,,,,,,,,0.704,0.083,0.475,0.005,0.002,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-03-07,1雀瞒,98.54,4.2,12.4,0.6,2.7,6.3,0.809,0.009,1.4,6.7,0,64,0,0,0,0,0,0,0,,,,,,,0.779,0.074,0.458,0.006,0.002,2.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-03-16,2雀瞒,98.22,5,13.2,0.6,2.5,7.4,0.781,0.017,1.3,7.1,0,65,1,,,,,,,,,,,,,0.773,0.061,0.447,0.009,0.004,4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-03-23,3雀瞒,98.04,5,13.1,0.6,2.7,8.3,0.865,0.017,1.4,7.1,0,63,0,,,,,,,,,,,,,0.825,0.051,0.473,0.009,0.004,4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-03-30,4雀瞒,98.09,6.4,12.5,0.8,2.5,7.5,0.755,0.013,1.5,7.4,0,66,2,,,,,,,,,,,,,0.723,0.066,0.466,0.006,0.001,4.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-04-03,1雀瞒,99.12,8.2,11.4,1.2,2.7,7,0.774,0.012,1.4,7.5,0,63,3,0,0,0,0,0,0,,,,,,,0.746,0.048,0.517,0.008,0.003,4.4,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-04-09,2雀瞒,99.1,7.8,9.8,1,2.8,4.6,0.862,0.021,1.5,6.8,0,68,3,,,,,,,,,,,,,0.844,0.05,0.497,0.008,0.001,3.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-04-16,3雀瞒,98.72,9,11.9,1,2.8,3.1,0.921,0.019,1.4,7.3,0,66,4,,,,,,,,,,,,,0.831,0.049,0.501,0.011,0.001,2.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-04-23,4雀瞒,99.62,9.4,10.9,0.9,2.5,3.7,0.809,0.011,1.6,7.4,0,66,0,,,,,,,,,,,,,0.785,0.089,0.478,0.007,0.002,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-05-02,1雀瞒,100.38,9.9,11.1,0.8,2.7,3.1,0.876,0.013,1.5,7.5,0,68,1,,,,,,,,,,,,,0.814,0.083,0.55,0.004,0.001,3.3,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-05-08,2雀瞒,99.81,11.7,11,0.8,2.6,2.7,0.879,0.015,1.4,7.6,0,71,7,0,0,0,0,0,0,,,,,,,0.832,0.072,0.602,0.007,0.002,2.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-05-15,3雀瞒,98.81,11.5,10,1.1,2.5,1.2,0.889,0.012,1.3,7.3,0,71,5,,,,,,,,,,,,,0.838,0.11,0.571,0.007,0.001,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-05-22,4雀瞒,97.91,11.9,9.4,0.9,2.8,1.9,0.822,0.01,1.4,7.7,0,68,9,,,,,,,,,,,,,0.779,0.093,0.6,0.008,0.002,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-05-30,5雀瞒,97.42,12.4,9,0.8,2.7,2,0.993,0.014,1.5,7.6,0,70,2,,,,,,,,,,,,,0.897,0.102,0.633,0.007,0.006,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-06-04,1雀瞒,97.12,12.8,8.7,0.9,2.9,2,1.004,0.01,1.5,7.4,0,68,2,0,0,0,0,0,0,,,,,,,0.971,0.076,0.621,0.008,0.001,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-06-13,2雀瞒,96.51,13.3,8.9,1,2.5,3.5,1.084,0.006,1.4,7.3,0,68,3,,,,,,,,,,,,,1.042,0.092,0.636,0.004,0.001,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-06-20,3雀瞒,96,13.1,8.1,0.9,2.9,3.7,1.177,0.011,1.5,6.6,0,67,7,,,,,,,,,,,,,1.168,0.085,0.68,0.006,0.002,0.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-06-27,4雀瞒,95.51,13.1,8.4,1,2.6,7.3,1.068,0.011,1.3,7.2,0,70,6,,,,,,,,,,,,,1.027,0.075,0.684,0.008,0.001,1.7,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-07-03,1雀瞒,95.23,13.4,5.6,0.8,2.9,2.5,0.819,0.005,1.3,7.5,0,87,4,0,0,0,0,0,0,,,,,,,0.807,0.063,0.648,0,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-07-11,2雀瞒,95.41,13.4,7.2,0.9,2.6,4.2,0.863,0.004,1.2,7.5,0,73,8,,,,,,,,,,,,,0.74,0.058,0.646,0.002,0.001,2,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-07-17,3雀瞒,97.17,13.3,6.5,0.8,2.9,3.2,0.93,0.02,1.3,7.2,0,73,3,,,,,,,,,,,,,0.911,0.033,0.673,0.012,0.001,2.5,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-07-25,4雀瞒,101.28,16.2,6.8,0.6,2.6,1.3,0.998,0.01,1.3,7.5,0,70,7,,,,,,,,,,,,,0.922,0.057,0.742,0.008,0.003,1.5,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-08-01,1雀瞒,100.94,17,6.4,0.7,3,1,1.01,0.013,1.3,7.4,0,71,5,,,,,,,,,,,,,0.938,0.062,0.721,0.007,0.003,1.4,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-08-08,2雀瞒,100.53,15.7,5.5,0.7,3.1,1.1,0.95,0.018,1.4,7.2,0,74,3,0,0,0,0,0,0,,,,,,,0.894,0.032,0.694,0.013,0.001,1.6,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-08-16,3雀瞒,100.5,16,6.5,0.8,3.4,1.6,0.984,0.008,1.3,7.7,0,71,4,,,,,,,,,,,,,0.897,0.051,0.721,0.006,0.005,2.2,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-08-20,4雀瞒,101.01,15.9,5.1,0.8,3.5,1.6,1.018,0.012,1.4,7.9,0,71,3,,,,,,,,,,,,,0.973,0.066,0.692,0.007,0.002,1.9,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-08-27,5雀瞒,104.03,17.1,5.3,1.1,4.4,4.6,0.808,0.018,1.7,7.6,0,71,47,,,,,,,,,,,,,0.771,0.046,0.633,0.01,0.003,4.1,,22,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-09-03,1雀瞒,107.11,18.1,6.5,1.1,4.2,3.7,0.892,0.016,1.7,7.1,0,60,20,0,0,0,0,0,0,,,,,,,0.866,0.068,0.597,0.012,0.006,3.1,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-09-11,2雀瞒,108.36,17.7,6.5,1,3.9,2.6,0.866,0.011,1.6,7.5,0,57,67,,,,,,,,,,,,,0.813,0.035,0.568,0.005,0.004,2.2,,19,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-09-18,3雀瞒,106.52,17,5.8,0.9,3.1,3.2,0.873,0.015,1.2,6.4,0,50,17,,,,,,,,,,,,,0.844,0.025,0.609,0.011,0.008,2.6,,5,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-09-25,4雀瞒,107.63,16.6,6.8,0.9,3.4,5.1,0.852,0.019,1.2,7.6,0,62,20,,,,,,,,,,,,,0.801,0.042,0.572,0.017,0.007,2.3,,12,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-10-02,1雀瞒,107.62,16,5.8,0.6,3.4,3.1,0.826,0.016,1,6.9,0,63,5,,,,,,,,,,,,,0.784,0.052,0.612,0.012,0.005,1.6,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-10-10,2雀瞒,107.45,16,5.1,0.7,3.6,7.3,0.781,0.012,0.9,7.3,0,65,7,0,0,0,0,0,0,,,,,,,0.652,0.028,0.59,0.008,0.005,1.8,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-10-16,3雀瞒,107.27,15.8,5,0.9,4.7,15.7,0.674,0.011,1.4,6.9,0,64,3,,,,,,,,,,,,,0.659,0.067,0.534,0.005,0.001,3.5,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-10-24,4雀瞒,107.07,15.1,4.9,0.8,3.3,13.7,0.719,0.01,1.5,7.6,0,63,2,,,,,,,,,,,,,0.675,0.005,0.535,0.004,0.001,3.6,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-10-29,5雀瞒,107.02,14.7,5.4,0.9,3.3,12.5,0.722,0.012,1.3,7,0,66,2,,,,,,,,,,,,,0.665,0.014,0.538,0.009,0.007,3.9,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-11-07,1雀瞒,106.72,13.6,5.9,0.7,3.6,13.9,0.736,0.006,1.5,6.6,0,64,1,0,0,0,0,0,0,,,,,,,0.696,0.001,0.53,0.002,0.001,3.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-11-13,2雀瞒,106.5,13,6.6,0.6,2.8,9.8,0.726,0.009,1.1,6.7,0,64,0,,,,,,,,,,,,,0.714,0.001,0.497,0.006,0.002,3.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-11-21,3雀瞒,106.21,12,6.2,0.6,3,6,0.747,0.01,1,6.5,0,52,3,,,,,,,,,,,,,0.719,0.001,0.521,0.006,0.001,2.1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-11-27,4雀瞒,105.96,11.1,5.5,0.5,2.8,3.3,0.749,0.007,1,6.2,0,68,2,,,,,,,,,,,,,0.694,0.001,0.552,0.004,0,2.4,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-12-05,1雀瞒,105.62,10.1,5.9,0.7,3.1,2.4,0.705,0.009,0.9,6.7,0,72,11,0,0,0,0,0,0,,,,,,,0.668,0.009,0.477,0.004,0,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-12-11,2雀瞒,105.37,9.1,6,0.6,3.3,1.9,0.8,0.013,0.9,6.3,0,68,5,,,,,,,,,,,,,0.753,0.006,0.469,0.012,0.001,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-12-18,3雀瞒,105.3,8.4,5.5,0.7,2.9,1.1,0.784,0.008,0.9,6.8,0,66,5,,,,,,,,,,,,,0.766,0.013,0.509,0.005,0.001,1.8,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2012-12-26,4雀瞒,105.05,7.4,5.2,0.6,3.3,1.1,0.737,0.013,1,6.3,0,70,5,,,,,,,,,,,,,0.668,0.037,0.47,0.005,0,2.1,,3,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-01-02,1雀瞒,104.79,6.7,8.3,0.5,3,1.2,0.726,0.01,1.7,6.1,0,66,1,,,,,,,,,,,,,0.694,0.018,0.456,0.005,0,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-01-08,2雀瞒,104.49,5.9,9.4,0.5,2.8,1.3,0.663,0.008,2,6.4,0,63,2,0,0,0,0,0,0,,,,,,,0.631,0.017,0.478,0.002,0,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-01-15,3雀瞒,104.14,5.3,9.5,0.6,2.7,1.1,0.708,0.009,2.8,6.6,0,62,0,,,,,,,,,,,,,0.662,0.012,0.416,0.005,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-01-22,4雀瞒,103.8,5,10,0.6,3.1,1.1,0.654,0.008,1.6,6,0,64,1,,,,,,,,,,,,,0.634,0.009,0.417,0.005,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-01-29,5雀瞒,103.54,4.8,9.3,0.6,3.1,0.8,0.669,0.005,1.6,6.4,0,63,5,,,,,,,,,,,,,0.644,0.015,0.448,0.004,0.002,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-02-05,1雀瞒,103.5,4.6,11.2,0.6,2.4,0.9,0.665,0.008,1.7,6.8,0,61,3,0,0,0,0,0,0,,,,,,,0.627,0.02,0.444,0.006,0.005,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-02-12,2雀瞒,103.18,4.1,11.3,0.6,3.2,1.5,0.665,0.009,1.6,7.4,0,64,0,,,,,,,,,,,,,0.646,0.003,0.5,0.007,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-02-19,3雀瞒,102.68,4,11.6,0.6,3.3,2.9,0.696,0.01,1.6,7.5,0,65,3,,,,,,,,,,,,,0.663,0.014,0.503,0.008,0.002,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-02-26,4雀瞒,102.08,4.2,11.9,0.6,3.3,3,0.643,0.005,1.6,7,0,61,0,,,,,,,,,,,,,0.617,0.008,0.395,0.002,0.001,2.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-03-04,1雀瞒,101.48,4.6,11.9,0.6,3,3.5,0.697,0.008,1.7,7.2,0,60,3,0,0,0,0,0,0,,,,,,,0.666,0.014,0.447,0.004,0.001,2.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-03-12,2雀瞒,100.64,5.5,12.2,0.7,3.2,5,0.624,0.006,1.8,7.7,0,63,3,,,,,,,,,,,,,0.595,0.018,0.441,0.001,0,2.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-03-20,3雀瞒,100.31,6,11.8,0.5,3.1,4.2,0.622,0.008,1.9,6.9,0,64,0,,,,,,,,,,,,,0.6,0.019,0.43,0.005,0.002,2.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-03-26,4雀瞒,99.95,5.8,12,0.6,3.2,4.3,0.673,0.017,1.7,6.9,0,65,0,,,,,,,,,,,,,0.634,0.016,0.417,0.013,0.003,2.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-04-03,1雀瞒,99.26,6.4,10.5,0.6,2.7,4.3,0.663,0.009,1.9,6.7,0,66,2,0,0,0,0,0,0,,,,,,,0.624,0.024,0.418,0.006,0.001,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-04-09,2雀瞒,98.82,7.3,9.7,0.8,2.9,3.9,0.728,0.008,1.8,7.6,0,62,1,,,,,,,,,,,,,0.661,0.03,0.425,0.006,0.001,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-04-16,3雀瞒,98.24,9.3,11.3,1.1,3.2,3.9,0.742,0.007,1.9,6.5,0,65,3,,,,,,,,,,,,,0.693,0.02,0.431,0.004,0.001,2,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-04-24,4雀瞒,97.74,8.3,10.8,0.7,2.9,2.3,0.759,0.012,1.7,6.5,0,64,3,,,,,,,,,,,,,0.677,0.027,0.43,0.008,0.001,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-05-02,1雀瞒,97.35,9.2,10.1,0.8,3,2.7,0.669,0.01,1.6,6.9,0,65,3,,,,,,,,,,,,,0.643,0.034,0.446,0.003,0.001,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-05-08,2雀瞒,96.95,10,10.3,0.7,2.9,2.3,0.639,0.012,1.6,6.6,0,65,0,0,0,0,0,0,0,,,,,,,0.612,0.04,0.438,0.005,0.003,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-05-14,3雀瞒,96.6,11.4,9.8,0.6,3.2,3.1,0.745,0.007,1.8,7.3,0,66,5,,,,,,,,,,,,,0.71,0.039,0.52,0.004,0.001,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-05-22,4雀瞒,96.07,11.7,9.7,0.9,2.7,3.1,0.673,0.004,1.7,6.7,0,68,3,,,,,,,,,,,,,0.666,0.041,0.526,0.004,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-05-29,5雀瞒,98.54,12.1,8.8,0.7,2.8,2.2,0.7,0.007,1.7,6.8,0,69,15,,,,,,,,,,,,,0.688,0.041,0.505,0.004,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-06-04,1雀瞒,98.69,12.6,8.5,0.7,2.3,2.2,0.715,0.007,1.8,7.4,0,69,9,0,0,0,0,0,0,,,,,,,0.69,0.051,0.514,0.003,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-06-11,2雀瞒,98.2,12.9,9.4,0.9,3.1,8.8,0.724,0.004,1.9,7.6,0,68,3,,,,,,,,,,,,,0.685,0.04,0.521,0.004,0.001,2.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-06-18,3雀瞒,97.75,14.3,9.7,1.4,2.6,3.5,0.764,0.013,1.9,8.1,0,75,2,,,,,,,,,,,,,0.71,0.041,0.523,0.009,0.001,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-06-26,4雀瞒,98.22,15,7.6,0.6,2.3,3.7,0.714,0.014,2.6,7.6,0,69,1,,,,,,,,,,,,,0.675,0.037,0.567,0.008,0.002,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-07-02,1雀瞒,97.89,14.4,7.2,0.7,2.8,4.5,0.798,0.011,1.6,6.9,0,73,3,0,0,0,0,0,0,,,,,,,0.777,0.028,0.533,0.008,0.003,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-07-09,2雀瞒,104.19,15.5,6.5,0.8,2.8,2.5,1.015,0.012,1.8,7.1,0,70,19,,,,,,,,,,,,,0.968,0.062,0.723,0.006,0.002,2,,7,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-07-16,3雀瞒,104.27,16.3,6.2,0.6,2.7,1.1,1.026,0.003,1.9,6.9,0,68,5,,,,,,,,,,,,,0.996,0.007,0.802,0.002,0.001,2.4,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-07-23,4雀瞒,103.81,16.7,5.9,0.8,2.7,1.4,0.978,0.02,1.8,6.7,0,67,7,,,,,,,,,,,,,0.958,0,0.78,0.015,0,1.4,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-07-29,5雀瞒,103.47,15.7,6.7,0.6,2.8,1.8,0.926,0.001,2,7.4,0,68,3,,,,,,,,,,,,,0.888,0,0.772,0,0,2.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-08-06,1雀瞒,103.09,18.6,4.9,0.9,3,0.9,0.939,0.006,2.5,6.6,0,67,29,0,0,0,0,0,0,,,,,,,0.914,0.006,0.777,0.003,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-08-12,2雀瞒,102.67,19,4.3,0.6,2.7,1,0.908,0.008,2.3,7,0,69,1,,,,,,,,,,,,,0.86,0.003,0.745,0.005,0.001,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-08-20,3雀瞒,102.09,17.4,6.7,0.8,3,0.9,0.942,0.009,1.9,7.1,0,71,1,,,,,,,,,,,,,0.896,0.008,0.747,0.005,0.001,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-08-27,4雀瞒,102.5,18.5,4.7,0.5,2.9,1.5,0.949,0.008,2,6.8,0,69,1,,,,,,,,,,,,,0.944,0.006,0.74,0.005,0.001,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-09-03,1雀瞒,102.8,18.3,4.2,0.5,2.6,2.1,0.892,0.01,2.2,6.5,0,69,1,0,0,0,0,0,0,,,,,,,0.879,0.005,0.707,0.005,0.001,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-09-10,2雀瞒,102.58,17.8,3.5,0.7,2.9,1.4,0.886,0.004,1.9,6.3,0,69,1,,,,,,,,,,,,,0.853,0.011,0.716,0,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-09-16,3雀瞒,102.9,17.2,3.1,1.1,2.3,1,0.979,0.005,2.3,6.4,0,84,2,,,,,,,,,,,,,0.901,0.037,0.716,0.001,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-09-24,4雀瞒,102.63,18.2,3.2,1,3,1.4,0.873,0.008,2.4,6.4,0,71,1,,,,,,,,,,,,,0.847,0.004,0.772,0.005,0,1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-10-02,1雀瞒,102.42,17.4,2.6,1,2.8,3.4,0.832,0.008,2.2,6.2,0,74,2,,,,,,,,,,,,,0.797,0.014,0.706,0.003,0.002,1.1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-10-08,2雀瞒,102.23,17.3,2.6,0.4,2.7,2.5,0.875,0.008,2.1,6.3,0,74,1,0,0,0,0,0,0,,,,,,,0.85,0.004,0.686,0.005,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-10-15,3雀瞒,102.1,16.9,3,1.2,2.9,2.7,0.803,0.006,2.1,6.1,0,78,1,,,,,,,,,,,,,0.781,0.039,0.597,0.005,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-10-22,4雀瞒,101.86,17.1,4.9,0.7,2.7,2,0.807,0.011,2,6.5,0,71,0,,,,,,,,,,,,,0.8,0.02,0.614,0.007,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-10-30,5雀瞒,101.55,15.4,5.4,0.6,2.6,2.1,0.744,0.006,1.7,6.4,0,72,0,,,,,,,,,,,,,0.737,0.022,0.599,0.004,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-11-05,1雀瞒,101.32,14.6,5.9,0.6,2.4,2.7,0.728,0.011,1.8,6.4,0,75,1,0,0,0,0,0,0,,,,,,,0.705,0.043,0.601,0.007,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-11-13,2雀瞒,101.07,13.4,6.7,0.7,2.5,1.9,0.689,0.016,2.1,6.5,0,79,0,,,,,,,,,,,,,0.683,0.073,0.518,0.01,0,2.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-11-19,3雀瞒,100.86,12.2,6.2,0.9,2.3,2.2,0.696,0.009,2,6.2,0,77,0,,,,,,,,,,,,,0.684,0.058,0.483,0.006,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-11-26,4雀瞒,100.73,11.3,6.9,1.1,2.5,1.6,0.726,0.01,1.9,6.7,0,79,0,,,,,,,,,,,,,0.714,0.06,0.507,0.006,0.001,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-12-03,1雀瞒,100.57,10.3,7.5,1.1,2.5,1.3,0.722,0,1.9,6.3,0,77,0,0,0,0,0,0,0,,,,,,,0.71,0.073,0.513,0,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-12-10,2雀瞒,100.34,9.2,6.7,1.2,2.7,2.1,0.712,0.017,1.9,6.2,0,83,1,,,,,,,,,,,,,0.669,0.082,0.446,0.003,0.001,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-12-17,3雀瞒,100.09,8.5,6.4,0.9,2.5,1.8,0.716,0.009,2,6.4,0,79,3,,,,,,,,,,,,,0.704,0.089,0.497,0.005,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2013-12-23,4雀瞒,99.87,7.8,6.4,0.8,2.6,1.7,0.602,0.003,2.2,6.5,0,77,7,,,,,,,,,,,,,0.583,0.073,0.418,0,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-01-07,1雀瞒,99.29,6.8,9.5,1,2.3,0.6,0.609,0.012,1.9,6.3,0,74,3,0,0,0,0,0,0,,,,,,,0.569,0.106,0.458,0.005,0,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-01-14,2雀瞒,99,6,9.7,1,2.4,1.3,0.694,0.007,1.5,6.2,0,75,3,,,,,,,,,,,,,0.669,0.102,0.476,0.002,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-01-22,3雀瞒,98.67,5.3,10.3,1.3,2.6,1.3,0.681,0.005,1.8,6.4,0,75,3,,,,,,,,,,,,,0.66,0.11,0.422,0.004,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-01-28,4雀瞒,98.42,5.3,10.5,1.1,2.4,2,0.749,0.012,1.3,6.5,0,76,0,,,,,,,,,,,,,0.695,0.108,0.428,0.003,0.001,0.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-02-05,1雀瞒,98.11,4.8,11.3,0.9,2.3,1.4,0.722,0.004,1.9,6.8,0,76,3,0,0,0,0,0,0,,,,,,,0.686,0.091,0.421,0.001,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-02-11,2雀瞒,97.76,5.2,12,0.5,2.3,3.6,0.705,0.022,1.7,6.7,0,73,1,,,,,,,,,,,,,0.669,0.08,0.41,0.001,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
